",",IMAGE,,BOX NO,SKU,,NOT SHOW,,link,COLOR,ok,AZMEER STATUS CHECK,Cetagory,live status, ,SELL PRICE,HUZIAF AUDIT,PRICE,TOTAL INSTOCK,1016,IN STOCK,COST,SHIPPING CHINA,TOTAL INR,FREIGHT,T.COST,SELL PRICE,TOTAL COST,2026798.78
,   ,,1449,HY-0023,,DN,ok,,blue,M,ok,,,ok,2547,,2150,,In Stock,SHIPMENT 27 AUG 28 PCS,55,8,819,1000,1819,2547,,
,,,1450,tnv30-black-42,Done ,DN,ok,LIVE,black ,42,ok add 38,,,ok,4465,,,,In Stock,SHIPMENT 27 AUG 28 PCS,145,8,1989,1200,3189,4465,,
,,,1451,APR-0010-Brown-44,,DN,ok,,brown ,44,ok add 43,loafers,,ok,3009,,,,In Stock,SHIPMENT 27 AUG 28 PCS,65,8,949,1200,2149,3009,,
,,,1452,"LV HAT
SKU: APR-4008",,,,,black,,,CAP,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,ok,1453,"boss 44 euro
SKU: APR-3323",,NOT SHOW,,,green,44,,sneaker,,replica,7496,,,,In Stock,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,250,8,3354,2000,5354,7496,,
,,,1454,"CD HOODEIS
XXL
SKU: APR-2033-XXL",,,,,gary,XXL,,hoodies,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,ok,1455,"LOAFER
SKU: APR-4015",,NOT SHOW,,,black,45,,replica,,replica,8042,,,,In Stock,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,280,8,3744,2000,5744,8042,,
,,,1456,"US 5 / green
SKU: SS-2023-GREEN-US5",,,,,green,US5,,slipper,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1457,"GUcci BLACK
SKU: ZTY-008",,,,,black,41,,semi formal replica,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1458,"H BLACK
SKU: ZTY-009",,,,,black,41,,semi formal replica,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,ok,1459,36,,,No ,NV,brown ,36,NV,slipper,,no,5676,,,,In Stock,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,150,8,2054,2000,4054,5676,,
,,,1460,"new belts
BLACK / 36
SKU: JUL-003",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1461,"GC 40 black
SKU: JUL-006",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1462,"new shoes-2023
42 / black
SKU: JUL-008",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1463,"black gold / black -23.5 size
SKU: HYT-002-black -23.5 size",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1464,"black sneaker / 42
SKU: JUL-009",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1465,"black / 42
SKU: JUL-0010",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1466,"brown / 42
SKU: JUL-0011",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1467,"white / 42.5
SKU: RTR-005",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1468,"LV wallet
Black
SKU: HYT99",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1469,"Belt 30-32
SKU: Belt 30-32",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1470,"new towel 2023
SLIPPER -41
SKU: TT-001",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1471,"black / 43
SKU: DER-002",,,,,black,43,,,,replica,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1472,"new sunglasses 2023
BLACK
SKU: SSGT-001",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1473,"SILVER
SKU: SSGT-002",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1474,"black gray / 43
SKU: FRET-011",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1475,"ew bags 2023
beige
SKU: HYT-0023",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1476,"ew bags 2023
white
SKU: HYT-0024",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1477,"GC beige M
SKU: GTH-003",,,,,,,,,,,,,,richa,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1478,"LV WALLET
SKU: GTH-001",,,,,,,,,,,,,,richa,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1479,"CD slipper
SKU: GTH-007",,,,,,,,,,,,,,richa,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1480,"BLUE M
SKU: GTH-006",,,,,,,,,,,,,,richa,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1481,"LV LOAFER
SKU: GTH-005",,,,,,,,,,,,,,richa,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1482,"GC black M
SKU: GTH-002",,,,,,,,,,,,,,richa,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1483,"LV wallet
Black
SKU: HYT99",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1484,"WHITE BROWN LV
SKU: GV-002",,,,,,,,,,no,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1485,"LV black-43
SKU: GV-003",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1486,"LV black-UK-8
SKU: GV-004",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1487,"GG-beige-41
SKU: GV-006",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1488,"COACH BAG
SKU: GV-008",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1489,"new product
LV BAG
SKU: GV-009",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1490,CD BAG BLACK ,,,,,,,,,,no,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1491,"""BLACK BAG LV
SKU: NWG-003""",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1492,"new product 2023
FF GOLD BAG
SKU: NWG-001",,,,,,,,,,,,,,,Sold Out,SHIPMENT RECEIVED REPLICA 5 SEP 2023 41 PCS,,,,,,,,
,,,1493,SG3015,,,,,white,44,,semi formal,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1494,GX01200-Beige No Hollow-6.5,,,,,beige no hollow,39,,loafers,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1495,GX01200-Beige No Hollow-8.5,,,,,beige no hollow,42,,loafers,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1496,GX01200-Blue No Hollow-9.5,,,,,blue no hollow,43,,loafers,,ok,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1497,GX01200-Blue No Hollow-12,,,,,blue no hollow,46,,loafers,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1498,TT-003,,,,,purple,towel,,towel,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1499,TT-005,,,,,khaki,towel,,towel,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1500,TT-002,,,,,Orange ,towel,,towel,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1501,TT-006,,,,,sky blue,towel,,towel,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1502,GX5004,,,,,white,43,,semi formal,,ok,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,ok,1503,3414404-Gold-44,Done ,DN,ok,,gold,44,ok,formal,,ok,3373,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,85,8,1209,1200,2409,3373,,
,,ok,1504,SK0950US-black-44,Done ,DN,ok,,black,44,ok,sneaker,,ok,3427,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,88,8,1248,1200,2448,3427,,
,,,1505,3414404-red-41,Done ,DN,ok,,red,41,ok,formal,,ok,3373,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,85,8,1209,1200,2409,3373,,
,,,1506,sh297-brown-43,Done ,DN,ok,  ,brown ,43,ok,loafets,DONE,ok,2845,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,56,8,832,1200,2032,2845,,
,,ok,1507,ZX441-yellow-40,,DN,ok,,black,40,show sold ,semi formal,,ok,3373,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,85,8,1209,1200,2409,3373,,
,,,1508,NILESH,,,,GUCCI SHOES,black,42,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1509,NILESH,,,,SHOES INNNER STAND,STAND,,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1510,NILESH,,,,SHOES INNNER STAND,STAND,,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1511,NILESH,,,,SHOES INNNER STAND,STAND,,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1512,NILESH,,,,SHOES INNNER STAND,STAND,,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1513,MANISH,,,,GG SHOES,green ,40,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1514,richa,,,,SLIPPER,black,44,,replica,,,,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,ok,1515,richa,,,,GUCCI SLIPPER,black,44,,replica,,,,,,,In Stock,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1516,partek,,,,WATCH,gold,watch,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1517,anand,,,,DIOR SHOES,gray,40,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1518,parbah,,,,DIOR BAG,white,bag,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1519,27216,,,,BLUE SLIPPER,blue,42,,replica,,,,,,,Sold Out,SEP SHIPMENT 14 NON BRAND 4 DAMI SHOES 8 REPLICA   total 26 PCS RECIEVED,,,,,,,,
,,,1520,"LV SHOES
SKU: RT-0091",,,,,black,,,replica,,replica,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1521,"GG 44
SKU: RT-0093",,,,,,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1522,"new bag 2023
SILVER D
SKU: RRT-001",,,,,silver,bag,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1523,"new bag 2023
BEIGE GG
SKU: RRT-002",,,,,beige,bag,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1524,"new semi formal
EU44 / N-black
SKU: II-001",,,,,black,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1525,"new semi formal
EU44 / LV-BLACK
SKU: II-002",,,,,black,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1526,"EU44 / LV loafers
SKU: II-003",,,,,brown,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1527,"42 gray
SKU: OCT-008",,,,,gary,42,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1528,"42 beige
SKU: OCT-009",,,,,beige,42,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1529,"LV SLIDES BROWN 10
SKU: OCT-011",,,,,brown,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1530,"LV SLIDES WHITE 10
SKU: OCT-012",,,,,white,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1531,GG SLIPPER -39,,DN ,,NV,black,39,not show,replica,,replica,6222,,,,In Stock,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,180,8,2444,2000,4444,6222,,
,,,1532,GG SLIPPER -42,,,,,black,42,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1533,GG-slipper 42 size,,,,,black,42,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,,1534,AMIRI BLACK WHITE SNEAKER,,NOT SHOW,,,white black,CHECK SIZE,showing size 46,replica,,replica,9316,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,350,8,4654,2000,6654,9316,,
,,,1535,"39 / black
SKU: L-2946",,,,,black,39,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,,ok,1536,GG FLAT -37,,REPLICA,,NV,brown,37,not show,replica,NV,replica,6404,,,,In Stock,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,190,8,2574,2000,4574,6404,,
,,,1537,black 44 size,,,,,black,44,,replica,,,,,,,Sold Out,2 DEC SHIPMNET RECEIVED 18 PCS TOTAL REPLICA,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,,1538,4495861-BLACK-42,,,ok,,Variants:BLACK / 42,42,,Designer,,OK,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/369243aaed8dd4dc0fba2579f9cc1193.jpg?v=1661613925,,1539,4495861-BLACK-42,,,ok,,Variants:BLACK / 42,42,,Designer,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,,1540,3747599-black-42,,DN,ok,,Black,42,not show,Designer,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,260,8,3484,1200,4684,6558,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,,1541,3747597,,,,,Variants:40 / Black,40,,Designer,,,,,,STOCK,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Men-Dress-Shoes-Floral-Pattern-Formal-Shoes-Leather-Luxury-Fashion-Wedding-Shoes-Men-Oxford-Shoes-Zapatillas_08b56e5a-d28f-4b70-a805-1a6d2a616e76.jpg?v=1564566220,,1542,GX30-Red-40,,ok,,,RED,40,,formal,,OK,3373,,,G MISSING OUT,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,85,8,1209,1200,2409,3373,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,ok,1543,3747600-black-43,,DN,ok,,Black,43,ok add 45,Designer,,OK,6558,,,Cancel,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,260,8,3484,1200,4684,6558,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,,1544,3747598,,,,,Variants:41 / Black,41,,Designer,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-09-13at7.24.51PM.jpg?v=1694621629,,1545,Bag-002,,,,,Variants:24 size,bag,,trolly BAG,,,,,,No Ans ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_68d85901-234d-48ce-8489-85a11359ecf6.jpg?v=1693319376,,1546,GX01200-Beige No Hollow-8.5,,,,,Variants:Beige No Hollow / 42,42,,loafers,,,2736,,,Busy ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,50,8,754,1200,1954,2736,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/9f724c8741164eab6491a60b214cee10_84cc3b0c-c18d-400b-af9b-e486987b1d11.jpg?v=1691751129,ok,1547,WG1174US-white-45,,DN,OK,,Variants:White / 45,45,add 40-44-47,loafers,,OK,,,,DONE,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,74,8,1066,1200,2266,3172,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/2ef2b73e56d97be090e89a2ac5dd7f8c_312e42ba-5a25-4d55-8193-63715987fcdd.jpg?v=1691751129,ok,1548,WG1174US,,,,,Variants:black / 45,45,,loafers,,OK,3191,,,DONE,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,75,8,1079,1200,2279,3191,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-08-29at7.52.49PM.jpg?v=1694692095,,1549,DE-002-black-43,,DN,OK,,Variants:43 / black 1,43,ok,Designer,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,260,8,3484,1200,4684,,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-08-29at7.52.55PM.jpg?v=1694692095,,1550,DE-004-black white-43,,DN,OK,,Variants:43 / BLACK WHITE,43,ok,Designer,,,,,,DONE,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,260,8,3484,1200,4684,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,,1551,3747602,,DN,OK,,Black,45,not show,Designer,,OK,6558,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,260,8,3484,1200,4684,6558,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-09-13at7.24.51PM.jpg?v=1694621629,,1552,Bag-001,,,,,Variants:20 size,bag,,trolly BAG,,,,,,No Ans ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-09-13at7.24.51PM.jpg?v=1694621629,,1553,Bag-003,,,,,Variants:26 size,bag,,trolly BAG,,,,,,No Ans ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1693319376,,1554,GX01200-Beige Hollow Style-12,,,,,Variants:Beige Hollow Style / 46,46,,loafers,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,55,8,819,1200,2019,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man.jpg?v=1693319376,,1555,GX01200-Beige Hollow Style-10,,,,,Variants:Beige Hollow Style / 44,44,,loafers,,OK,,,,Cancel,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1693319376,,1556,GX01200-Blue Hollow Style-8.5,,,,,Variants:Blue Hollow Style / 42,42,,loafers,,OK,,,,Talk Whatapp ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,0,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/34b08529ce36b20b38e0490a4d62632e.jpg?v=1661610403,,1557,4091836,,ok,,,Variants:Black / 44,44,,formal,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_9cecd2a5-b22a-46bd-ad88-96d2e92d8f33.jpg?v=1693319376,,1558,GX01200-Blue Style-39,,DN,,NV,blue no hollow,39,ok,loafers,,OK,,,,DONE,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,54,8,806,1200,2006,2808,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Brand-Summer-Causal-Shoes-Men-Loafers-Leather-Moccasins-Men-Driving-Shoes-High-Quality-Flats-For-Man_1a059d4e-a4a5-4260-8b3f-fd629867b30b.jpg?v=1693319376,,1559,GX01200-Blue Hollow Style-42,,DN,ok,,blue hollow style,42,ok,loafers,,,,,,DONE,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,54,8,806,1200,2006,2808,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/image_c0ea2c70-f185-469e-a95a-e327ecc65936.webp?v=1681889299,,1560,APR-0012-Black-45,,,,,Variants:Black / 45,45,,semi formal,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/10799774956_1675686283_faf29012-80d6-413c-be53-65fb28a8e1c6.jpg?v=1691750750,,1561,ZX444,,NOT SHOW,ok,,Variants:black yellow / 43,43,,semi formal,,OK,3373,,,Cancel,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,85,8,1209,1200,2409,3373,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/URBANFIND-Business-Men-Formal-Shoes-Black-White-Man-Oxfords-EU-39-44-Latest-Style-Pointed-Toe_1b061c5f-dc61-4926-b3de-b53d3de00ecd.jpg?v=1654763758,ok,1562,gx5004-brown-42,Not Show ,DN,ok,FIX,brown,42,ok,semi formal,,,3191,,3750,DONE,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,75,8,1079,1200,2279,3191,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/Men-Dress-Shoes-Floral-Pattern-Formal-Shoes-Leather-Luxury-Fashion-Wedding-Shoes-Men-Oxford-Shoes-Zapatillas_08b56e5a-d28f-4b70-a805-1a6d2a616e76.jpg?v=1564566220,ok,1563,GX30-red-12.5-US,,ok,,,Variants:Red / 41,43,,formal,,,,,,MONDAY DISPATCH,In Stock,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/121.jpg?v=1692181587,,1564,GGT-1101,,,,,Variants:17cm .Eu Size 45,45,,women heels,,,,,,DONE,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-10-04at4.22.56PM_2b6606b5-1ae8-49de-b85a-36fb3ee2c5e8.webp?v=1696932208,,1565,OCT-013,,,,,Variants:RED t-shirt-34,34 chest,,t-shirt,,,,,,Home ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
,https://cdn.shopify.com/s/files/1/1190/3220/files/WhatsAppImage2023-10-04at4.22.55PM_1_6c845592-d921-4ca9-9946-408557717b41.webp?v=1696932208,,1566,OCT-014,,,,,Variants:PINK t-shirt 34,34 chest,,t-shirt,,,,,,Home ,Sold Out,11 DEC 40 PCS RECEIVED NON BRAND,,,,,,,,
